latitude,longitude,marker_label
45.44665,9.15325,234
45.44665,9.157950000000001,235
45.44665,9.162650000000001,236
45.44665,9.16735,237
45.44665,9.17205,238
45.44665,9.17675,239
45.44665,9.181450000000002,240
45.44665,9.186150000000001,241
45.44665,9.190850000000001,242
45.44665,9.19555,243
45.44665,9.20025,244
45.44665,9.20495,245
45.44665,9.20965,246
45.44665,9.214350000000001,247
45.44665,9.219050000000001,248
45.45135,9.14855,270
45.45135,9.15325,271
45.45135,9.157950000000001,272
45.45135,9.162650000000001,273
45.45135,9.16735,274
45.45135,9.17205,275
45.45135,9.17675,276
45.45135,9.181450000000002,277
45.45135,9.186150000000001,278
45.45135,9.190850000000001,279
45.45135,9.19555,280
45.45135,9.20025,281
45.45135,9.20495,282
45.45135,9.20965,283
45.45135,9.214350000000001,284
45.45135,9.219050000000001,285
45.45135,9.22375,286
45.45605,9.14385,306
45.45605,9.14855,307
45.45605,9.15325,308
45.45605,9.157950000000001,309
45.45605,9.162650000000001,310
45.45605,9.16735,311
45.45605,9.17205,312
45.45605,9.17675,313
45.45605,9.181450000000002,314
45.45605,9.186150000000001,315
45.45605,9.190850000000001,316
45.45605,9.19555,317
45.45605,9.20025,318
45.45605,9.20495,319
45.45605,9.20965,320
45.45605,9.214350000000001,321
45.45605,9.219050000000001,322
45.45605,9.22375,323
45.45605,9.22845,324
45.46075,9.13915,342
45.46075,9.14385,343
45.46075,9.14855,344
45.46075,9.15325,345
45.46075,9.157950000000001,346
45.46075,9.162650000000001,347
45.46075,9.16735,348
45.46075,9.17205,349
45.46075,9.17675,350
45.46075,9.181450000000002,351
45.46075,9.186150000000001,352
45.46075,9.190850000000001,353
45.46075,9.19555,354
45.46075,9.20025,355
45.46075,9.20495,356
45.46075,9.20965,357
45.46075,9.214350000000001,358
45.46075,9.219050000000001,359
45.46075,9.22375,360
45.46075,9.22845,361
45.46075,9.23315,362
45.46075,9.237850000000002,363
45.46075,9.242550000000001,364
45.46545,9.134450000000001,378
45.46545,9.13915,379
45.46545,9.14385,380
45.46545,9.14855,381
45.46545,9.15325,382
45.46545,9.157950000000001,383
45.46545,9.162650000000001,384
45.46545,9.16735,385
45.46545,9.17205,386
45.46545,9.17675,387
45.46545,9.181450000000002,388
45.46545,9.186150000000001,389
45.46545,9.190850000000001,390
45.46545,9.19555,391
45.46545,9.20025,392
45.46545,9.20495,393
45.46545,9.20965,394
45.46545,9.214350000000001,395
45.46545,9.219050000000001,396
45.46545,9.22375,397
45.46545,9.22845,398
45.46545,9.23315,399
45.46545,9.237850000000002,400
45.46545,9.242550000000001,401
45.47015,9.134450000000001,415
45.47015,9.13915,416
45.47015,9.14385,417
45.47015,9.14855,418
45.47015,9.15325,419
45.47015,9.157950000000001,420
45.47015,9.162650000000001,421
45.47015,9.16735,422
45.47015,9.17205,423
45.47015,9.17675,424
45.47015,9.181450000000002,425
45.47015,9.186150000000001,426
45.47015,9.190850000000001,427
45.47015,9.19555,428
45.47015,9.20025,429
45.47015,9.20495,430
45.47015,9.20965,431
45.47015,9.214350000000001,432
45.47015,9.219050000000001,433
45.47015,9.22375,434
45.47015,9.22845,435
45.47015,9.23315,436
45.47015,9.237850000000002,437
45.47015,9.242550000000001,438
45.474849999999996,9.134450000000001,452
45.474849999999996,9.13915,453
45.474849999999996,9.14385,454
45.474849999999996,9.14855,455
45.474849999999996,9.15325,456
45.474849999999996,9.157950000000001,457
45.474849999999996,9.162650000000001,458
45.474849999999996,9.16735,459
45.474849999999996,9.17205,460
45.474849999999996,9.17675,461
45.474849999999996,9.181450000000002,462
45.474849999999996,9.186150000000001,463
45.474849999999996,9.190850000000001,464
45.474849999999996,9.19555,465
45.474849999999996,9.20025,466
45.474849999999996,9.20495,467
45.474849999999996,9.20965,468
45.474849999999996,9.214350000000001,469
45.474849999999996,9.219050000000001,470
45.474849999999996,9.22375,471
45.474849999999996,9.22845,472
45.474849999999996,9.23315,473
45.474849999999996,9.237850000000002,474
45.474849999999996,9.242550000000001,475
45.479549999999996,9.134450000000001,489
45.479549999999996,9.13915,490
45.479549999999996,9.14385,491
45.479549999999996,9.14855,492
45.479549999999996,9.15325,493
45.479549999999996,9.157950000000001,494
45.479549999999996,9.162650000000001,495
45.479549999999996,9.16735,496
45.479549999999996,9.17205,497
45.479549999999996,9.17675,498
45.479549999999996,9.181450000000002,499
45.479549999999996,9.186150000000001,500
45.479549999999996,9.190850000000001,501
45.479549999999996,9.19555,502
45.479549999999996,9.20025,503
45.479549999999996,9.20495,504
45.479549999999996,9.20965,505
45.479549999999996,9.214350000000001,506
45.479549999999996,9.219050000000001,507
45.479549999999996,9.22375,508
45.479549999999996,9.22845,509
45.479549999999996,9.23315,510
45.479549999999996,9.237850000000002,511
45.479549999999996,9.242550000000001,512
45.484249999999996,9.134450000000001,526
45.484249999999996,9.13915,527
45.484249999999996,9.14385,528
45.484249999999996,9.14855,529
45.484249999999996,9.15325,530
45.484249999999996,9.157950000000001,531
45.484249999999996,9.162650000000001,532
45.484249999999996,9.16735,533
45.484249999999996,9.17205,534
45.484249999999996,9.17675,535
45.484249999999996,9.181450000000002,536
45.484249999999996,9.186150000000001,537
45.484249999999996,9.190850000000001,538
45.484249999999996,9.19555,539
45.484249999999996,9.20025,540
45.484249999999996,9.20495,541
45.484249999999996,9.20965,542
45.484249999999996,9.214350000000001,543
45.484249999999996,9.219050000000001,544
45.484249999999996,9.22375,545
45.484249999999996,9.22845,546
45.484249999999996,9.23315,547
45.484249999999996,9.237850000000002,548
45.484249999999996,9.242550000000001,549
45.488949999999996,9.134450000000001,563
45.488949999999996,9.13915,564
45.488949999999996,9.14385,565
45.488949999999996,9.14855,566
45.488949999999996,9.15325,567
45.488949999999996,9.157950000000001,568
45.488949999999996,9.162650000000001,569
45.488949999999996,9.16735,570
45.488949999999996,9.17205,571
45.488949999999996,9.181450000000002,573
45.488949999999996,9.186150000000001,574
45.488949999999996,9.190850000000001,575
45.488949999999996,9.19555,576
45.488949999999996,9.20025,577
45.488949999999996,9.20495,578
45.488949999999996,9.20965,579
45.488949999999996,9.214350000000001,580
45.488949999999996,9.219050000000001,581
45.488949999999996,9.22375,582
45.488949999999996,9.22845,583
45.488949999999996,9.23315,584
45.488949999999996,9.237850000000002,585
45.488949999999996,9.242550000000001,586
45.493649999999995,9.134450000000001,600
45.493649999999995,9.13915,601
45.493649999999995,9.14385,602
45.493649999999995,9.14855,603
45.493649999999995,9.15325,604
45.493649999999995,9.157950000000001,605
45.493649999999995,9.162650000000001,606
45.493649999999995,9.16735,607
45.493649999999995,9.17205,608
45.493649999999995,9.17675,609
45.493649999999995,9.181450000000002,610
45.493649999999995,9.186150000000001,611
45.493649999999995,9.190850000000001,612
45.493649999999995,9.19555,613
45.493649999999995,9.20025,614
45.493649999999995,9.20495,615
45.493649999999995,9.20965,616
45.493649999999995,9.214350000000001,617
45.493649999999995,9.219050000000001,618
45.493649999999995,9.22375,619
45.493649999999995,9.22845,620
45.493649999999995,9.23315,621
45.493649999999995,9.237850000000002,622
45.493649999999995,9.242550000000001,623
45.49835,9.134450000000001,637
45.49835,9.13915,638
45.49835,9.14385,639
45.49835,9.14855,640
45.49835,9.15325,641
45.49835,9.157950000000001,642
45.49835,9.162650000000001,643
45.49835,9.16735,644
45.49835,9.17205,645
45.49835,9.17675,646
45.49835,9.181450000000002,647
45.49835,9.186150000000001,648
45.49835,9.190850000000001,649
45.49835,9.19555,650
45.49835,9.20025,651
45.49835,9.20495,652
45.49835,9.20965,653
45.49835,9.214350000000001,654
45.49835,9.219050000000001,655
45.49835,9.22375,656
45.49835,9.22845,657
45.49835,9.23315,658
45.49835,9.237850000000002,659
45.49835,9.242550000000001,660
45.50305,9.134450000000001,674
45.50305,9.13915,675
45.50305,9.14385,676
45.50305,9.14855,677
45.50305,9.15325,678
45.50305,9.157950000000001,679
45.50305,9.162650000000001,680
45.50305,9.16735,681
45.50305,9.17205,682
45.50305,9.17675,683
45.50305,9.181450000000002,684
45.50305,9.186150000000001,685
45.50305,9.190850000000001,686
45.50305,9.19555,687
45.50305,9.20025,688
45.50305,9.20495,689
45.50305,9.20965,690
45.50305,9.214350000000001,691
45.50305,9.219050000000001,692
45.50305,9.22375,693
45.50305,9.22845,694
45.50305,9.23315,695
45.50305,9.237850000000002,696
45.50305,9.242550000000001,697
45.50775,9.13915,712
45.50775,9.14385,713
45.50775,9.14855,714
45.50775,9.15325,715
45.50775,9.157950000000001,716
45.50775,9.162650000000001,717
45.50775,9.16735,718
45.50775,9.17205,719
45.50775,9.17675,720
45.50775,9.181450000000002,721
45.50775,9.186150000000001,722
45.50775,9.190850000000001,723
45.50775,9.19555,724
45.50775,9.20025,725
45.50775,9.20495,726
45.50775,9.20965,727
45.50775,9.214350000000001,728
45.50775,9.219050000000001,729
45.50775,9.22375,730
45.50775,9.22845,731
45.50775,9.23315,732
45.50775,9.237850000000002,733
45.50775,9.242550000000001,734
45.51245,9.14385,750
45.51245,9.14855,751
45.51245,9.15325,752
45.51245,9.157950000000001,753
45.51245,9.162650000000001,754
45.51245,9.16735,755
45.51245,9.17205,756
45.51245,9.17675,757
45.51245,9.181450000000002,758
45.51245,9.186150000000001,759
45.51245,9.190850000000001,760
45.51245,9.19555,761
45.51245,9.20025,762
45.51245,9.20495,763
45.51245,9.20965,764
45.51245,9.214350000000001,765
45.51245,9.219050000000001,766
45.51245,9.22375,767
45.51245,9.22845,768
45.51245,9.23315,769
45.51245,9.237850000000002,770
45.51245,9.242550000000001,771
45.51715,9.14855,788
45.51715,9.15325,789
45.51715,9.157950000000001,790
45.51715,9.162650000000001,791
45.51715,9.16735,792
45.51715,9.17205,793
45.51715,9.17675,794
45.51715,9.181450000000002,795
45.51715,9.186150000000001,796
45.51715,9.190850000000001,797
45.51715,9.19555,798
45.51715,9.20025,799
45.51715,9.20495,800
45.51715,9.20965,801
45.51715,9.214350000000001,802
45.51715,9.219050000000001,803
45.51715,9.22375,804
45.51715,9.22845,805
45.51715,9.23315,806
45.51715,9.237850000000002,807
45.52185,9.20965,838
45.52185,9.214350000000001,839
45.52185,9.219050000000001,840
45.52185,9.22375,841
45.52185,9.22845,842
45.52185,9.23315,843
